NM_MUNICIPIO,NR_ZONA,NR_SECAO,DS_CARGO,NM_VOTAVEL,QT_VOTOS
MAGE,110,553,DEPUTADO FEDERAL,MARCOS TAVARES,18
MAGE,148,77,DEPUTADO FEDERAL,MARCOS TAVARES,1
MAGE,110,15,DEPUTADO FEDERAL,MARCOS TAVARES,4
MAGE,148,43,DEPUTADO FEDERAL,MARCOS TAVARES,3
MAGE,110,523,DEPUTADO FEDERAL,MARCOS TAVARES,1
MAGE,148,234,DEPUTADO FEDERAL,MARCOS TAVARES,1
MAGE,110,116,DEPUTADO FEDERAL,MARCOS TAVARES,3
MAGE,148,221,DEPUTADO FEDERAL,MARCOS TAVARES,2
MAGE,110,476,DEPUTADO FEDERAL,MARCOS TAVARES,1
MAGE,148,178,DEPUTADO FEDERAL,MARCOS TAVARES,7
MAGE,148,237,DEPUTADO FEDERAL,MARCOS TAVARES,7
MAGE,148,80,DEPUTADO FEDERAL,MARCOS TAVARES,2
MAGE,110,1,DEPUTADO FEDERAL,MARCOS TAVARES,3
MAGE,148,227,DEPUTADO FEDERAL,MARCOS TAVARES,6
MAGE,110,286,DEPUTADO FEDERAL,MARCOS TAVARES,2
MAGE,148,5,DEPUTADO FEDERAL,MARCOS TAVARES,8
MAGE,110,309,DEPUTADO FEDERAL,MARCOS TAVARES,4
MAGE,148,95,DEPUTADO FEDERAL,MARCOS TAVARES,6
MAGE,148,136,DEPUTADO FEDERAL,MARCOS TAVARES,10
MAGE,110,373,DEPUTADO FEDERAL,MARCOS TAVARES,2
MAGE,148,76,DEPUTADO FEDERAL,MARCOS TAVARES,3
MAGE,148,220,DEPUTADO FEDERAL,MARCOS TAVARES,3
MAGE,110,514,DEPUTADO FEDERAL,MARCOS TAVARES,3
MAGE,148,166,DEPUTADO FEDERAL,MARCOS TAVARES,6
MAGE,148,238,DEPUTADO FEDERAL,MARCOS TAVARES,6
MAGE,148,30,DEPUTADO FEDERAL,MARCOS TAVARES,3
MAGE,148,10,DEPUTADO FEDERAL,MARCOS TAVARES,3
MAGE,148,36,DEPUTADO FEDERAL,MARCOS TAVARES,2
MAGE,148,218,DEPUTADO FEDERAL,MARCOS TAVARES,9
MAGE,148,280,DEPUTADO FEDERAL,MARCOS TAVARES,1
MAGE,110,482,DEPUTADO FEDERAL,MARCOS TAVARES,4
MAGE,110,433,DEPUTADO FEDERAL,MARCOS TAVARES,4
MAGE,110,111,DEPUTADO FEDERAL,MARCOS TAVARES,1
MAGE,148,70,DEPUTADO FEDERAL,MARCOS TAVARES,1
MAGE,148,98,DEPUTADO FEDERAL,MARCOS TAVARES,10
MAGE,148,116,DEPUTADO FEDERAL,MARCOS TAVARES,8
MAGE,148,266,DEPUTADO FEDERAL,MARCOS TAVARES,2
MAGE,148,66,DEPUTADO FEDERAL,MARCOS TAVARES,2
MAGE,110,513,DEPUTADO FEDERAL,MARCOS TAVARES,3
MAGE,110,231,DEPUTADO FEDERAL,MARCOS TAVARES,1
MAGE,110,452,DEPUTADO FEDERAL,MARCOS TAVARES,1
MAGE,110,44,DEPUTADO FEDERAL,MARCOS TAVARES,2
MAGE,110,558,DEPUTADO FEDERAL,MARCOS TAVARES,3
MAGE,148,211,DEPUTADO FEDERAL,MARCOS TAVARES,8
MAGE,110,27,DEPUTADO FEDERAL,MARCOS TAVARES,4
MAGE,110,393,DEPUTADO FEDERAL,MARCOS TAVARES,11
MAGE,148,179,DEPUTADO FEDERAL,MARCOS TAVARES,2
MAGE,148,97,DEPUTADO FEDERAL,MARCOS TAVARES,4
MAGE,110,43,DEPUTADO FEDERAL,MARCOS TAVARES,2
MAGE,148,48,DEPUTADO FEDERAL,MARCOS TAVARES,6
MAGE,148,102,DEPUTADO FEDERAL,MARCOS TAVARES,3
MAGE,148,181,DEPUTADO FEDERAL,MARCOS TAVARES,6
MAGE,148,223,DEPUTADO FEDERAL,MARCOS TAVARES,4
MAGE,148,268,DEPUTADO FEDERAL,MARCOS TAVARES,4
MAGE,110,105,DEPUTADO FEDERAL,MARCOS TAVARES,4
MAGE,110,7,DEPUTADO FEDERAL,MARCOS TAVARES,2
MAGE,110,460,DEPUTADO FEDERAL,MARCOS TAVARES,3
MAGE,110,113,DEPUTADO FEDERAL,MARCOS TAVARES,2
MAGE,110,103,DEPUTADO FEDERAL,MARCOS TAVARES,3
MAGE,110,532,DEPUTADO FEDERAL,MARCOS TAVARES,11
MAGE,148,56,DEPUTADO FEDERAL,MARCOS TAVARES,1
MAGE,110,448,DEPUTADO FEDERAL,MARCOS TAVARES,9
MAGE,110,400,DEPUTADO FEDERAL,MARCOS TAVARES,6
MAGE,110,17,DEPUTADO FEDERAL,MARCOS TAVARES,3
MAGE,110,30,DEPUTADO FEDERAL,MARCOS TAVARES,1
MAGE,110,396,DEPUTADO FEDERAL,MARCOS TAVARES,5
MAGE,110,271,DEPUTADO FEDERAL,MARCOS TAVARES,4
MAGE,148,138,DEPUTADO FEDERAL,MARCOS TAVARES,8
MAGE,110,559,DEPUTADO FEDERAL,MARCOS TAVARES,5
MAGE,110,470,DEPUTADO FEDERAL,MARCOS TAVARES,7
MAGE,110,107,DEPUTADO FEDERAL,MARCOS TAVARES,1
MAGE,148,127,DEPUTADO FEDERAL,MARCOS TAVARES,6
MAGE,148,255,DEPUTADO FEDERAL,MARCOS TAVARES,3
MAGE,110,387,DEPUTADO FEDERAL,MARCOS TAVARES,8
MAGE,110,468,DEPUTADO FEDERAL,MARCOS TAVARES,2
MAGE,110,358,DEPUTADO FEDERAL,MARCOS TAVARES,1
MAGE,110,534,DEPUTADO FEDERAL,MARCOS TAVARES,1
MAGE,148,187,DEPUTADO FEDERAL,MARCOS TAVARES,10
MAGE,148,258,DEPUTADO FEDERAL,MARCOS TAVARES,2
MAGE,148,18,DEPUTADO FEDERAL,MARCOS TAVARES,2
MAGE,148,137,DEPUTADO FEDERAL,MARCOS TAVARES,4
MAGE,148,40,DEPUTADO FEDERAL,MARCOS TAVARES,5
MAGE,110,38,DEPUTADO FEDERAL,MARCOS TAVARES,1
MAGE,148,147,DEPUTADO FEDERAL,MARCOS TAVARES,5
MAGE,148,207,DEPUTADO FEDERAL,MARCOS TAVARES,7
MAGE,110,507,DEPUTADO FEDERAL,MARCOS TAVARES,6
MAGE,148,250,DEPUTADO FEDERAL,MARCOS TAVARES,5
MAGE,148,26,DEPUTADO FEDERAL,MARCOS TAVARES,6
MAGE,148,174,DEPUTADO FEDERAL,MARCOS TAVARES,4
MAGE,110,462,DEPUTADO FEDERAL,MARCOS TAVARES,13
MAGE,110,522,DEPUTADO FEDERAL,MARCOS TAVARES,9
MAGE,110,226,DEPUTADO FEDERAL,MARCOS TAVARES,1
MAGE,148,4,DEPUTADO FEDERAL,MARCOS TAVARES,4
MAGE,148,115,DEPUTADO FEDERAL,MARCOS TAVARES,6
MAGE,148,228,DEPUTADO FEDERAL,MARCOS TAVARES,4
MAGE,110,528,DEPUTADO FEDERAL,MARCOS TAVARES,4
MAGE,148,39,DEPUTADO FEDERAL,MARCOS TAVARES,5
MAGE,148,118,DEPUTADO FEDERAL,MARCOS TAVARES,5
MAGE,110,4,DEPUTADO FEDERAL,MARCOS TAVARES,1
MAGE,148,195,DEPUTADO FEDERAL,MARCOS TAVARES,8
MAGE,110,546,DEPUTADO FEDERAL,MARCOS TAVARES,3
MAGE,148,99,DEPUTADO FEDERAL,MARCOS TAVARES,4
MAGE,148,82,DEPUTADO FEDERAL,MARCOS TAVARES,3
MAGE,148,260,DEPUTADO FEDERAL,MARCOS TAVARES,4
MAGE,148,253,DEPUTADO FEDERAL,MARCOS TAVARES,2
MAGE,148,23,DEPUTADO FEDERAL,MARCOS TAVARES,5
MAGE,110,413,DEPUTADO FEDERAL,MARCOS TAVARES,8
MAGE,110,262,DEPUTADO FEDERAL,MARCOS TAVARES,2
MAGE,148,71,DEPUTADO FEDERAL,MARCOS TAVARES,1
MAGE,110,458,DEPUTADO FEDERAL,MARCOS TAVARES,6
MAGE,148,139,DEPUTADO FEDERAL,MARCOS TAVARES,4
MAGE,148,163,DEPUTADO FEDERAL,MARCOS TAVARES,1
MAGE,148,74,DEPUTADO FEDERAL,MARCOS TAVARES,3
MAGE,110,536,DEPUTADO FEDERAL,MARCOS TAVARES,3
MAGE,110,278,DEPUTADO FEDERAL,MARCOS TAVARES,4
MAGE,148,20,DEPUTADO FEDERAL,MARCOS TAVARES,3
MAGE,110,25,DEPUTADO FEDERAL,MARCOS TAVARES,6
MAGE,148,131,DEPUTADO FEDERAL,MARCOS TAVARES,9
MAGE,110,114,DEPUTADO FEDERAL,MARCOS TAVARES,1
MAGE,110,10,DEPUTADO FEDERAL,MARCOS TAVARES,3
MAGE,148,14,DEPUTADO FEDERAL,MARCOS TAVARES,4
MAGE,110,478,DEPUTADO FEDERAL,MARCOS TAVARES,6
MAGE,148,215,DEPUTADO FEDERAL,MARCOS TAVARES,3
MAGE,148,284,DEPUTADO FEDERAL,MARCOS TAVARES,7
MAGE,148,169,DEPUTADO FEDERAL,MARCOS TAVARES,3
MAGE,148,214,DEPUTADO FEDERAL,MARCOS TAVARES,2
MAGE,110,402,DEPUTADO FEDERAL,MARCOS TAVARES,8
MAGE,110,406,DEPUTADO FEDERAL,MARCOS TAVARES,9
MAGE,148,210,DEPUTADO FEDERAL,MARCOS TAVARES,1
MAGE,148,144,DEPUTADO FEDERAL,MARCOS TAVARES,14
MAGE,110,367,DEPUTADO FEDERAL,MARCOS TAVARES,1
MAGE,148,235,DEPUTADO FEDERAL,MARCOS TAVARES,2
MAGE,110,453,DEPUTADO FEDERAL,MARCOS TAVARES,8
MAGE,148,157,DEPUTADO FEDERAL,MARCOS TAVARES,5
MAGE,110,318,DEPUTADO FEDERAL,MARCOS TAVARES,5
MAGE,110,106,DEPUTADO FEDERAL,MARCOS TAVARES,1
MAGE,148,180,DEPUTADO FEDERAL,MARCOS TAVARES,3
MAGE,148,126,DEPUTADO FEDERAL,MARCOS TAVARES,4
MAGE,148,225,DEPUTADO FEDERAL,MARCOS TAVARES,8
MAGE,148,213,DEPUTADO FEDERAL,MARCOS TAVARES,12
MAGE,148,189,DEPUTADO FEDERAL,MARCOS TAVARES,4
MAGE,110,531,DEPUTADO FEDERAL,MARCOS TAVARES,3
MAGE,148,94,DEPUTADO FEDERAL,MARCOS TAVARES,3
MAGE,110,538,DEPUTADO FEDERAL,MARCOS TAVARES,6
MAGE,148,168,DEPUTADO FEDERAL,MARCOS TAVARES,1
MAGE,110,429,DEPUTADO FEDERAL,MARCOS TAVARES,1
MAGE,148,24,DEPUTADO FEDERAL,MARCOS TAVARES,3
MAGE,148,232,DEPUTADO FEDERAL,MARCOS TAVARES,1
MAGE,148,65,DEPUTADO FEDERAL,MARCOS TAVARES,3
MAGE,110,298,DEPUTADO FEDERAL,MARCOS TAVARES,5
MAGE,148,264,DEPUTADO FEDERAL,MARCOS TAVARES,1
MAGE,148,250,DEPUTADO FEDERAL,JUNINHO DO PNEU,1
MAGE,110,4,DEPUTADO FEDERAL,JUNINHO DO PNEU,1
MAGE,148,195,DEPUTADO FEDERAL,JUNINHO DO PNEU,14
MAGE,148,118,DEPUTADO FEDERAL,JUNINHO DO PNEU,3
MAGE,148,82,DEPUTADO FEDERAL,JUNINHO DO PNEU,2
MAGE,110,423,DEPUTADO FEDERAL,JUNINHO DO PNEU,31
MAGE,148,253,DEPUTADO FEDERAL,JUNINHO DO PNEU,4
MAGE,148,23,DEPUTADO FEDERAL,JUNINHO DO PNEU,1
MAGE,110,262,DEPUTADO FEDERAL,JUNINHO DO PNEU,1
MAGE,110,413,DEPUTADO FEDERAL,JUNINHO DO PNEU,1
MAGE,148,139,DEPUTADO FEDERAL,JUNINHO DO PNEU,5
MAGE,110,458,DEPUTADO FEDERAL,JUNINHO DO PNEU,25
MAGE,148,211,DEPUTADO FEDERAL,JUNINHO DO PNEU,1
MAGE,148,77,DEPUTADO FEDERAL,JUNINHO DO PNEU,2
MAGE,110,553,DEPUTADO FEDERAL,JUNINHO DO PNEU,1
MAGE,110,15,DEPUTADO FEDERAL,JUNINHO DO PNEU,1
MAGE,148,74,DEPUTADO FEDERAL,JUNINHO DO PNEU,2
MAGE,110,536,DEPUTADO FEDERAL,JUNINHO DO PNEU,1
MAGE,148,225,DEPUTADO FEDERAL,JUNINHO DO PNEU,3
MAGE,148,189,DEPUTADO FEDERAL,JUNINHO DO PNEU,2
MAGE,110,116,DEPUTADO FEDERAL,JUNINHO DO PNEU,23
MAGE,148,221,DEPUTADO FEDERAL,JUNINHO DO PNEU,2
MAGE,148,237,DEPUTADO FEDERAL,JUNINHO DO PNEU,1
MAGE,110,476,DEPUTADO FEDERAL,JUNINHO DO PNEU,1
MAGE,148,178,DEPUTADO FEDERAL,JUNINHO DO PNEU,1
MAGE,148,80,DEPUTADO FEDERAL,JUNINHO DO PNEU,4
MAGE,148,227,DEPUTADO FEDERAL,JUNINHO DO PNEU,6
MAGE,110,286,DEPUTADO FEDERAL,JUNINHO DO PNEU,2
MAGE,148,5,DEPUTADO FEDERAL,JUNINHO DO PNEU,2
MAGE,110,309,DEPUTADO FEDERAL,JUNINHO DO PNEU,1
MAGE,148,95,DEPUTADO FEDERAL,JUNINHO DO PNEU,3
MAGE,148,136,DEPUTADO FEDERAL,JUNINHO DO PNEU,1
MAGE,110,373,DEPUTADO FEDERAL,JUNINHO DO PNEU,6
MAGE,148,76,DEPUTADO FEDERAL,JUNINHO DO PNEU,6
MAGE,110,1,DEPUTADO ESTADUAL,RICARDO DA KAROL,11
MAGE,148,227,DEPUTADO ESTADUAL,RICARDO DA KAROL,21
MAGE,110,286,DEPUTADO ESTADUAL,RICARDO DA KAROL,15
MAGE,148,220,DEPUTADO FEDERAL,JUNINHO DO PNEU,1
MAGE,110,514,DEPUTADO FEDERAL,JUNINHO DO PNEU,1
MAGE,148,238,DEPUTADO FEDERAL,JUNINHO DO PNEU,2
MAGE,148,30,DEPUTADO FEDERAL,JUNINHO DO PNEU,4
MAGE,148,10,DEPUTADO FEDERAL,JUNINHO DO PNEU,5
MAGE,148,218,DEPUTADO FEDERAL,JUNINHO DO PNEU,17
MAGE,148,280,DEPUTADO FEDERAL,JUNINHO DO PNEU,1
MAGE,110,482,DEPUTADO FEDERAL,JUNINHO DO PNEU,2
MAGE,110,433,DEPUTADO FEDERAL,JUNINHO DO PNEU,21
MAGE,110,111,DEPUTADO FEDERAL,JUNINHO DO PNEU,7
MAGE,148,116,DEPUTADO FEDERAL,JUNINHO DO PNEU,4
MAGE,148,266,DEPUTADO FEDERAL,JUNINHO DO PNEU,1
MAGE,148,66,DEPUTADO FEDERAL,JUNINHO DO PNEU,1
MAGE,110,549,DEPUTADO FEDERAL,JUNINHO DO PNEU,14
MAGE,110,231,DEPUTADO FEDERAL,JUNINHO DO PNEU,1
MAGE,110,452,DEPUTADO FEDERAL,JUNINHO DO PNEU,2
MAGE,148,5,DEPUTADO ESTADUAL,RICARDO DA KAROL,24
MAGE,110,309,DEPUTADO ESTADUAL,RICARDO DA KAROL,20
MAGE,148,95,DEPUTADO ESTADUAL,RICARDO DA KAROL,19
MAGE,148,136,DEPUTADO ESTADUAL,RICARDO DA KAROL,27
MAGE,110,373,DEPUTADO ESTADUAL,RICARDO DA KAROL,9
MAGE,148,76,DEPUTADO ESTADUAL,RICARDO DA KAROL,23
MAGE,148,220,DEPUTADO ESTADUAL,RICARDO DA KAROL,22
MAGE,110,514,DEPUTADO ESTADUAL,RICARDO DA KAROL,11
MAGE,148,166,DEPUTADO ESTADUAL,RICARDO DA KAROL,15
MAGE,148,238,DEPUTADO ESTADUAL,RICARDO DA KAROL,26
MAGE,148,30,DEPUTADO ESTADUAL,RICARDO DA KAROL,19
MAGE,148,10,DEPUTADO ESTADUAL,RICARDO DA KAROL,23
MAGE,148,36,DEPUTADO ESTADUAL,RICARDO DA KAROL,61
MAGE,148,218,DEPUTADO ESTADUAL,RICARDO DA KAROL,36
MAGE,148,280,DEPUTADO ESTADUAL,RICARDO DA KAROL,15
MAGE,110,482,DEPUTADO ESTADUAL,RICARDO DA KAROL,20
MAGE,110,111,DEPUTADO ESTADUAL,RICARDO DA KAROL,15
MAGE,110,433,DEPUTADO ESTADUAL,RICARDO DA KAROL,11
MAGE,148,70,DEPUTADO ESTADUAL,RICARDO DA KAROL,8
MAGE,148,98,DEPUTADO ESTADUAL,RICARDO DA KAROL,22
MAGE,148,116,DEPUTADO ESTADUAL,RICARDO DA KAROL,24
MAGE,148,266,DEPUTADO ESTADUAL,RICARDO DA KAROL,24
MAGE,148,225,DEPUTADO ESTADUAL,RICARDO DA KAROL,25
MAGE,148,213,DEPUTADO ESTADUAL,RICARDO DA KAROL,20
MAGE,148,189,DEPUTADO ESTADUAL,RICARDO DA KAROL,17
MAGE,148,66,DEPUTADO ESTADUAL,RICARDO DA KAROL,7
MAGE,110,549,DEPUTADO ESTADUAL,RICARDO DA KAROL,10
MAGE,110,513,DEPUTADO ESTADUAL,RICARDO DA KAROL,18
MAGE,110,231,DEPUTADO ESTADUAL,RICARDO DA KAROL,12
MAGE,110,523,DEPUTADO ESTADUAL,RICARDO DA KAROL,7
MAGE,148,234,DEPUTADO ESTADUAL,RICARDO DA KAROL,18
MAGE,110,116,DEPUTADO ESTADUAL,RICARDO DA KAROL,10
MAGE,148,221,DEPUTADO ESTADUAL,RICARDO DA KAROL,6
MAGE,148,237,DEPUTADO ESTADUAL,RICARDO DA KAROL,17
MAGE,110,476,DEPUTADO ESTADUAL,RICARDO DA KAROL,12
MAGE,148,178,DEPUTADO ESTADUAL,RICARDO DA KAROL,21
MAGE,110,452,DEPUTADO ESTADUAL,RICARDO DA KAROL,1
MAGE,110,44,DEPUTADO ESTADUAL,RICARDO DA KAROL,12
MAGE,148,211,DEPUTADO ESTADUAL,RICARDO DA KAROL,23
MAGE,148,80,DEPUTADO ESTADUAL,RICARDO DA KAROL,25
MAGE,110,558,DEPUTADO ESTADUAL,RICARDO DA KAROL,15
MAGE,148,77,DEPUTADO ESTADUAL,RICARDO DA KAROL,21
MAGE,110,553,DEPUTADO ESTADUAL,RICARDO DA KAROL,44
MAGE,110,15,DEPUTADO ESTADUAL,RICARDO DA KAROL,14
MAGE,148,43,DEPUTADO ESTADUAL,RICARDO DA KAROL,12
MAGE,110,123,DEPUTADO FEDERAL,JUNINHO DO PNEU,39
MAGE,110,37,DEPUTADO FEDERAL,JUNINHO DO PNEU,1
MAGE,110,398,DEPUTADO FEDERAL,JUNINHO DO PNEU,1
MAGE,110,227,DEPUTADO FEDERAL,JUNINHO DO PNEU,25
MAGE,110,435,DEPUTADO FEDERAL,JUNINHO DO PNEU,1
MAGE,110,46,DEPUTADO FEDERAL,JUNINHO DO PNEU,3
MAGE,110,465,DEPUTADO FEDERAL,JUNINHO DO PNEU,37
MAGE,148,93,DEPUTADO FEDERAL,JUNINHO DO PNEU,1
MAGE,110,431,DEPUTADO FEDERAL,JUNINHO DO PNEU,1
MAGE,148,83,DEPUTADO FEDERAL,JUNINHO DO PNEU,3
